Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Kang, C., Jiang, Z., Liu, Y.","36610437100;57221257350;55742311000;","Measuring hub locations in time-evolving spatial interaction networks based on explicit spatiotemporal coupling and group centrality",2021,"International Journal of Geographical Information Science",,,,"","",,,"10.1080/13658816.2020.1863411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098621767&doi=10.1080%2f13658816.2020.1863411&partnerID=40&md5=112d2658153f4f2d0abddf23b3f4c95d",Article,"Article in Press","",Scopus,2-s2.0-85098621767
"Pamfil, A.R., Howison, S.D., Porter, M.A.","57219458293;7003319892;7201468248;","Inference of edge correlations in multilayer networks",2020,"Physical Review E","102","6","062307","","",,,"10.1103/PhysRevE.102.062307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098216004&doi=10.1103%2fPhysRevE.102.062307&partnerID=40&md5=d327fc3a7ebc7472cb9064448c991f51",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85098216004
"Stepanyan, I.V.","16065059800;","Evolutionary Operations of Interneuron Synaptic Structure for Feed-Forward Multilayer Networks",2020,"Journal of Machinery Manufacture and Reliability","49","10",,"874","877",,,"10.3103/S105261882010009X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101470014&doi=10.3103%2fS105261882010009X&partnerID=40&md5=257add107aa6e7c4668441240b0ea169",Article,"Final","",Scopus,2-s2.0-85101470014
"Ma, H., Xiao, Y., Zhao, H., Wu, H., Luo, H.","57221587724;55778742100;7404779397;57221591922;57221588143;","Three-Layer Complex Network Model Construction and Characteristic Analysis [三层复杂网络模型构建及特性分析]",2020,"Complex Systems and Complexity Science","17","4",,"16","29",,,"10.13306/j.1672-3813.2020.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099518255&doi=10.13306%2fj.1672-3813.2020.04.003&partnerID=40&md5=12c7e28705ace37e2f0173fa6a0ad3bc",Article,"Final","",Scopus,2-s2.0-85099518255
"Luo, H., Yan, G.-H., Zhang, M., Bao, J.-B., Li, J.-C., Liu, T.","57211994232;14827497200;57208677390;57216223886;57204731923;57211389015;","Identifying Important Nodes in Multi-Relational Networks Based on Evidence Theory [基于证据理论的多关系网络重要节点挖掘方法]",2020,"Jisuanji Xuebao/Chinese Journal of Computers","43","12",,"2398","2413",,,"10.11897/SP.J.1016.2020.02398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097845355&doi=10.11897%2fSP.J.1016.2020.02398&partnerID=40&md5=9e2f9135d1748b42d5b9785fd6b1292d",Article,"Final","",Scopus,2-s2.0-85097845355
"Škrlj, B., Renoust, B.","57191625180;55863115300;","Layer entanglement in multiplex, temporal multiplex, and coupled multilayer networks",2020,"Applied Network Science","5","1","89","","",,,"10.1007/s41109-020-00331-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095817923&doi=10.1007%2fs41109-020-00331-w&partnerID=40&md5=33ad25aa185845b749877724619f440c",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85095817923
"Goto, H., Jibu, M., Souma, W., Ikeda, Y.","57219205530;6602875180;6603630998;14068761100;","Multilayer network analysis of the drugs development cycle in the global pharmaceutical industry",2020,"Applied Network Science","5","1","87","","",,,"10.1007/s41109-020-00328-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094902927&doi=10.1007%2fs41109-020-00328-5&partnerID=40&md5=c83fffaa888d370993a67ad5a05a465c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85094902927
"Bornhofen, S., Düring, M.","14032871000;56185351600;","Exploring dynamic multilayer graphs for digital humanities",2020,"Applied Network Science","5","1","54","","",,,"10.1007/s41109-020-00295-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089796828&doi=10.1007%2fs41109-020-00295-x&partnerID=40&md5=7edb6ead7f1c2786dd2dca54e178bee2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089796828
"Malek, M., Zorzan, S., Ghoniem, M.","7103200956;15926316900;8261997800;","A methodology for multilayer networks analysis in the context of open and private data: biological application",2020,"Applied Network Science","5","1","41","","",,,"10.1007/s41109-020-00277-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088476049&doi=10.1007%2fs41109-020-00277-z&partnerID=40&md5=838d27a4e4d12b702f3b93d69a86ad24",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85088476049
"Nascimento, D.C., Pinto-Orellana, M.A., Leite, J.P., Edwards, D.J., Louzada, F., Santos, T.E.G.","57201673097;57193497871;7201817974;7404086815;54976304900;57220804602;","BrainWave Nets: Are Sparse Dynamic Models Susceptible to Brain Manipulation Experimentation?",2020,"Frontiers in Systems Neuroscience","14",,"527757","","",,,"10.3389/fnsys.2020.527757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097647196&doi=10.3389%2ffnsys.2020.527757&partnerID=40&md5=89ef2f768dba1cb5688e3962e0ef8818",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85097647196
"Wang, B., Sun, Z., Han, Y.","57216234600;57219932407;35200598400;","A path-based distribution measure for network comparison",2020,"Entropy","22","11","1287","1","15",,,"10.3390/e22111287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096138247&doi=10.3390%2fe22111287&partnerID=40&md5=1acd5df7ac4184520b8a7cd7d8578a46",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85096138247
"Park, H., Maruhashi, K., Yamaguchi, R., Imoto, S., Miyano, S.","56175695300;19639246100;8868542400;7102856656;7102554029;","Global gene network exploration based on explainable artificial intelligence approach",2020,"PLoS ONE","15","11 November","e0241508","","",,,"10.1371/journal.pone.0241508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095800721&doi=10.1371%2fjournal.pone.0241508&partnerID=40&md5=b1fe48b49835b6d2d219e5df590d35c2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85095800721
"Jin, H., Zhang, C., Ma, M., Gong, Q., Yu, L., Guo, X., Gao, L., Wang, B.","57217247895;57211492013;57217246873;57217248079;55686829400;51261250000;7401800666;54906559800;","Inferring essential proteins from centrality in interconnected multilayer networks",2020,"Physica A: Statistical Mechanics and its Applications","557",,"124853","","",,,"10.1016/j.physa.2020.124853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086898921&doi=10.1016%2fj.physa.2020.124853&partnerID=40&md5=282a0d9a052ed905ba5707d3639de05b",Article,"Final","",Scopus,2-s2.0-85086898921
"Ma, J.-L., Du, C.-F., Sui, W., Xu, X.-Y.","56808402600;57212653205;57212649599;57210729353;","Data traffic capability of double-layer network based on coupling strength [基于耦合强度的双层网络数据传输能力]",2020,"Wuli Xuebao/Acta Physica Sinica","69","18","188901","","",,,"10.7498/aps.69.20200181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092026025&doi=10.7498%2faps.69.20200181&partnerID=40&md5=394111e7a9502253b3998455a06d1c88",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85092026025
"Zhang, J., Sun, W., Fan, K., Guan, J.","57216771920;16178332200;36169892800;23027411100;","Robustness of first-order coherence in duplex networks",2020,"Modern Physics Letters B","34","24","2050259","","",,,"10.1142/S0217984920502590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084522210&doi=10.1142%2fS0217984920502590&partnerID=40&md5=a1c573b6d752b961f34061234f2b7b96",Article,"Final","",Scopus,2-s2.0-85084522210
"Cheriyan, J., Sajeev, G.P.","57205433832;35103478100;","M-PageRank: A NOVEL CENTRALITY MEASURE for MULTILAYER NETWORKS",2020,"Advances in Complex Systems","23","5","2050012","","",,,"10.1142/S0219525920500125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101221251&doi=10.1142%2fS0219525920500125&partnerID=40&md5=ba167e0b3b66dc6357cc6aacff26902c",Article,"Final","",Scopus,2-s2.0-85101221251
"Wang, B., Duan, X., Yan, L., Zhao, H.","57215875153;7202708944;57200315810;57215874461;","Dynamic evolutionary metamodel analysis of the vulnerability of complex systems",2020,"Chaos","30","3","033127","","",,,"10.1063/1.5145134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082191162&doi=10.1063%2f1.5145134&partnerID=40&md5=81e358dd57082edb4e782c488ee859ca",Article,"Final","",Scopus,2-s2.0-85082191162
"Li, Z., Tang, X.","48161400200;7404101276;","Multilayer coupled network promotes group consensus",2020,"European Physical Journal Plus","135","2","193","","",,,"10.1140/epjp/s13360-019-00039-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078903784&doi=10.1140%2fepjp%2fs13360-019-00039-6&partnerID=40&md5=fb0f3f1321bc5faae3ba744a450efe49",Article,"Final","",Scopus,2-s2.0-85078903784
"Ajayi, O.O., Bagula, A.B., Maluleke, H.C.","57212544837;57204495229;57219596388;","Africa 3: A continental network model to enable the African fourth industrial revolution",2020,"IEEE Access","8",,,"196847","196864",,,"10.1109/ACCESS.2020.3034144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102811162&doi=10.1109%2fACCESS.2020.3034144&partnerID=40&md5=7d53a4a4f0bfcc15a464e81149d62863",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102811162
"Tarassenko, L.","56213223400;","Artificial intelligence in cardiology",2020,"Heart and Metabolism",,"82",,"8","11",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096835677&partnerID=40&md5=8ad5500f504223aa1d782ea037365fa9",Article,"Final","",Scopus,2-s2.0-85096835677
"Liu, Y., Hu, C., Wang, L., Yang, K.","57206824996;57220008731;57207492716;57195741187;","Multilayer Network Risk Factor Pricing Model",2020,"Complexity","2020",,"6618853","","",,,"10.1155/2020/6618853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096498265&doi=10.1155%2f2020%2f6618853&partnerID=40&md5=454334b59bb7ad200c6fae90adeef5cd",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85096498265
"Ledesma, S., Almanza-Ojeda, D.-L., Ibarra-Manzano, M.-A., Yepez, E.C., Avina-Cervantes, J.G., Fallavollita, P.","55639546600;13608761000;15837259000;24170917600;6507093766;23974508300;","Differential neural networks (DNN)",2020,"IEEE Access","8",,"9177048","156530","156538",,,"10.1109/ACCESS.2020.3019307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091198922&doi=10.1109%2fACCESS.2020.3019307&partnerID=40&md5=90331120a67219ab6e44e0a506712693",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85091198922
"Tu, X., Jiang, G.-P., Song, Y., Wang, X.","57193887310;7401706522;35107940400;55585714500;","Control of Multiple Viruses Interacting and Propagating in Multilayer Networks",2020,"Mathematical Problems in Engineering","2020",,"9014353","","",,,"10.1155/2020/9014353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089144194&doi=10.1155%2f2020%2f9014353&partnerID=40&md5=55dfcd44e3e8b1fdacf7173a5b979ca9",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85089144194
"Sebestyén, V., Domokos, E., Abonyi, J.","55802918800;8982667400;7003663899;","Multilayer network based comparative document analysis (MUNCoDA)",2020,"MethodsX","7",,"100902","","",,,"10.1016/j.mex.2020.100902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084416634&doi=10.1016%2fj.mex.2020.100902&partnerID=40&md5=d2753bf53fe9ec1a4ceae9d12a922d6e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85084416634
"Huang, X., Chen, D., Ren, T.","56200119400;55554104900;57200930513;","A feasible temporal links prediction framework combining with improved gravity model",2020,"Symmetry","12","1","5599","","",,,"10.3390/SYM12010100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083882722&doi=10.3390%2fSYM12010100&partnerID=40&md5=37c7fd661792e00d01ff5b7615c1d2ab",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85083882722
"Chen, D.-M., Yuan, Z.-Z., Huang, X.-Y., Wang, D.-Q.","55554104900;57208489128;56200119400;55713244100;","Node Similarity Measurement and Link Prediction Algorithm in Temporal Networks [时态网络节点相似性度量及链路预测算法]",2020,"Dongbei Daxue Xuebao/Journal of Northeastern University","41","1",,"29","34 and 43",,,"10.12068/j.issn.1005-3026.2020.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083762824&doi=10.12068%2fj.issn.1005-3026.2020.01.006&partnerID=40&md5=55e2e8099f10a3789ec374bccd03200f",Article,"Final","",Scopus,2-s2.0-85083762824
"Hayes, S.M., Anderson, K.E.","57195602571;8662394000;","Predicting Pattern Formation in Multilayer Networks",2020,"Bulletin of Mathematical Biology","82","1","4","","",,,"10.1007/s11538-019-00682-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077595670&doi=10.1007%2fs11538-019-00682-1&partnerID=40&md5=ab8c40b30412af76450f70fcd37828ea",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85077595670
"Chang, H.-C.H., Fu, F.","57204056083;55603989700;","Co-contagion diffusion on multilayer networks",2019,"Applied Network Science","4","1","78","","",,,"10.1007/s41109-019-0176-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073207737&doi=10.1007%2fs41109-019-0176-6&partnerID=40&md5=e95e5e93016ae225d7c9d78a2707f3a1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85073207737
"Fernández-Gracia, J., Onnela, J.-P.","35185080200;6602641822;","Flexible model of network embedding",2019,"Scientific Reports","9","1","11710","","",,,"10.1038/s41598-019-48217-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070638522&doi=10.1038%2fs41598-019-48217-x&partnerID=40&md5=e3e0ef1fb161586e9db946cc776272b2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85070638522
"Zhong, G., Wei, D., Zhang, B.","57212391334;12646768300;57210464132;","Remote Chaotic Synchronous Control of Inductive Load in Distributed Power Generation System [分布式发电系统感性负载的远程混沌同步]",2019,"Jisuan Wuli/Chinese Journal of Computational Physics","36","6",,"719","725",,,"10.19596/j.cnki.1001-246x.7931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076557508&doi=10.19596%2fj.cnki.1001-246x.7931&partnerID=40&md5=00534702af346c05b37d14fbae59f13d",Article,"Final","",Scopus,2-s2.0-85076557508
"Jiang, J., Zhou, T.","57192916153;55820671800;","Nontrivial effects of uncertainty on epidemic spreading under limited resources",2019,"Physica A: Statistical Mechanics and its Applications","532",,"121453","","",,,"10.1016/j.physa.2019.121453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067929432&doi=10.1016%2fj.physa.2019.121453&partnerID=40&md5=722f17d5c47097a55412b267a67ce55f",Article,"Final","",Scopus,2-s2.0-85067929432
"Lv, L., Zhang, K., Bardou, D., Zhang, T., Zhang, J., Cai, Y., Jiang, T.","57205558641;56335673500;57193067671;57205554058;57205564687;57202393407;57208305993;","A new centrality measure based on random walks for multilayer networks under the framework of tensor computation",2019,"Physica A: Statistical Mechanics and its Applications","526",,"121000","","",,,"10.1016/j.physa.2019.04.236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064387524&doi=10.1016%2fj.physa.2019.04.236&partnerID=40&md5=d068ddd16af628cb4b893177936f65b0",Article,"Final","",Scopus,2-s2.0-85064387524
"Hüser, A.-C., Kok, C.","57200088945;55633757600;","Mapping bank securities across euro area sectors: Comparing funding and exposure networks",2019,"Journal of Network Theory in Finance","5","2",,"59","92",,,"10.21314/JNTF.2019.052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080074971&doi=10.21314%2fJNTF.2019.052&partnerID=40&md5=a42233d4f714c901b91ce6bcee6b88c7",Article,"Final","",Scopus,2-s2.0-85080074971
"Dai, M., Ji, Z., Wang, Y.","36701186200;8383791400;57200059719;","An operation sequence-based temporal multilayer networks model for production process in flexible manufacturing systems",2019,"International Journal of Computer Applications in Technology","61","4",,"312","317",,,"10.1504/IJCAT.2019.103301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074197790&doi=10.1504%2fIJCAT.2019.103301&partnerID=40&md5=e660e08c12269dd7db77c3f54e333308",Article,"Final","",Scopus,2-s2.0-85074197790
"Suárez, G.P., Gallos, L.K., Fefferman, N.H.","56898643100;6602072470;10242378700;","A case study in tailoring a bio-inspired cyber-security algorithm: Designing anomaly detection for multilayer networks",2019,"Journal of Cyber Security and Mobility","8","1",,"113","132",,,"10.13052/jcsm2245-1439.815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056522369&doi=10.13052%2fjcsm2245-1439.815&partnerID=40&md5=a373eee081bdead6a3e5aa789b474da5",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85056522369
"Li, S., Wen, S., Wang, L.","36166917000;57195275580;57207492716;","Enterprise Guarantee Structure from the Perspective of Multilayer Network [基于多层网络视角的企业担保结构研究]",2018,"Complex Systems and Complexity Science","15","4",,"10","16",,,"10.13306/j.1672-3813.2018.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063648666&doi=10.13306%2fj.1672-3813.2018.04.002&partnerID=40&md5=968711ec42a6da60896a40b43ceed83d",Article,"Final","",Scopus,2-s2.0-85063648666
"Coscia, M., Hamaguchi, K., Pinglo, M.E., Giuffrida, A.","35087949500;57201994831;8350523800;57201996118;","Mapping the international health aid community using web data",2018,"EPJ Data Science","7","1","12","","",,,"10.1140/epjds/s13688-018-0141-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046676792&doi=10.1140%2fepjds%2fs13688-018-0141-0&partnerID=40&md5=e0641899d5b4cd508f9173809f1f93cf",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85046676792
"Vinã-Cervantes, V., Coscia, M., Lambiotte, R.","26668096600;35087949500;9845103000;","The struggle for existence in the world market ecosystem",2018,"PLoS ONE","13","10","e0203915","","",,,"10.1371/journal.pone.0203915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054464008&doi=10.1371%2fjournal.pone.0203915&partnerID=40&md5=4e8693f77bf19002c98498730ba667de",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85054464008
